age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,pets,smokes,speaks
21,single,m,gay,average,strictly other,socially,often,working on college/university,"native american, white",75,20000,hospitality / travel,"berkeley, california","doesn't have kids, but might want them",likes dogs and likes cats,when drinking,english (fluently)
30,single,m,straight,a little extra,mostly anything,socially,never,graduated from ph.d program,white,75,150000,science / tech / engineering,"san mateo, california",doesn't have kids,likes dogs and dislikes cats,no,english (fluently)
30,single,m,straight,average,mostly anything,socially,sometimes,graduated from high school,asian,64,150000,other,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,when drinking,"english (fluently), chinese (okay)"
34,single,f,straight,curvy,mostly anything,rarely,never,working on masters program,white,67,70000,artistic / musical / writer,"oakland, california",doesn't have kids,has dogs,no,english
32,single,f,straight,curvy,mostly anything,socially,never,graduated from two-year college,white,62,60000,banking / financial / real estate,"hayward, california","has kids, and might want more",has cats,no,english (fluently)
23,single,f,straight,average,mostly anything,rarely,never,graduated from college/university,asian,62,20000,unemployed,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,no,english (fluently)
22,single,m,straight,athletic,mostly vegan,socially,never,working on college/university,white,75,20000,other,"oakland, california",might want kids,has dogs and likes cats,no,"english (fluently), spanish (okay)"
21,single,m,straight,average,mostly anything,socially,never,working on college/university,asian,65,30000,student,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,english (fluently)
24,single,m,straight,average,mostly vegetarian,socially,sometimes,graduated from college/university,white,76,30000,science / tech / engineering,"palo alto, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english
32,single,f,straight,curvy,mostly vegetarian,socially,never,graduated from college/university,other,63,30000,education / academia,"emeryville, california","doesn't have kids, but wants them",dislikes dogs and dislikes cats,no,"english (fluently), chinese (fluently), japanese (poorly)"
25,single,f,straight,skinny,mostly anything,rarely,never,graduated from college/university,white,69,20000,clerical / administrative,"castro valley, california","doesn't have kids, but wants them",has dogs and likes cats,no,"english (fluently), german (okay), italian (okay)"
33,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,other,73,150000,computer / hardware / software,"san francisco, california",doesn't have kids,has dogs,no,english
25,single,m,straight,skinny,mostly anything,often,sometimes,graduated from high school,white,69,30000,other,"san francisco, california",doesn't have kids,likes dogs,no,english
27,single,f,straight,curvy,mostly anything,socially,never,working on college/university,white,64,20000,other,"san francisco, california",doesn't have kids,has dogs and likes cats,when drinking,english (fluently)
31,available,m,straight,athletic,mostly anything,socially,never,graduated from college/university,other,74,100000,science / tech / engineering,"brisbane, california","doesn't have kids, and doesn't want any",has dogs,no,"english (fluently), spanish (fluently), swahili (poorly)"
30,single,m,straight,a little extra,mostly anything,often,never,graduated from college/university,black,72,20000,artistic / musical / writer,"oakland, california","doesn't have kids, but wants them",likes dogs,no,english
24,single,m,straight,average,anything,very often,never,working on two-year college,hispanic / latin,73,50000,entertainment / media,"oakland, california","has a kid, and might want more",likes dogs and likes cats,no,english
21,single,f,straight,curvy,mostly anything,not at all,never,working on two-year college,white,60,20000,education / academia,"san bruno, california","doesn't have kids, but wants them",likes dogs and likes cats,no,"english (fluently), hebrew (okay), russian (okay)"
30,married,m,gay,overweight,strictly anything,rarely,never,graduated from college/university,white,68,60000,science / tech / engineering,"san francisco, california",doesn't want kids,likes dogs,no,english (fluently)
25,single,m,bisexual,fit,mostly anything,socially,sometimes,graduated from college/university,white,73,30000,entertainment / media,"san francisco, california","doesn't have kids, but might want them",likes dogs,when drinking,english
26,single,f,straight,athletic,mostly anything,socially,sometimes,working on college/university,asian,64,40000,clerical / administrative,"daly city, california","doesn't have kids, but wants them",has dogs and likes cats,no,"english (fluently), hawaiian (poorly)"
31,single,m,straight,average,mostly anything,rarely,never,graduated from college/university,"pacific islander, hispanic / latin, white",68,80000,sales / marketing / biz dev,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english, spanish (fluently), french (okay), portuguese (poorly)"
47,single,m,straight,fit,strictly anything,socially,never,graduated from college/university,white,69,150000,science / tech / engineering,"fairfax, california",has a kid,has cats,no,"english, german (okay)"
26,single,m,straight,average,anything,socially,sometimes,graduated from high school,white,71,40000,construction / craftsmanship,"albany, california",has kids,has dogs,trying to quit,english
28,single,m,straight,overweight,mostly anything,often,never,working on college/university,hispanic / latin,72,20000,clerical / administrative,"san francisco, california",doesn't have kids,has dogs,sometimes,english
27,single,f,straight,curvy,mostly vegetarian,socially,never,graduated from college/university,white,64,40000,education / academia,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), spanish (fluently)"
23,single,m,straight,a little extra,mostly anything,socially,never,working on college/university,white,74,20000,student,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,english
30,single,m,straight,average,mostly anything,socially,never,working on masters program,pacific islander,70,80000,science / tech / engineering,"san pablo, california","doesn't have kids, but wants them",has dogs,trying to quit,"english (fluently), indonesian (fluently), dutch (poorly)"
29,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,"hispanic / latin, white",68,100000,entertainment / media,"san francisco, california",doesn't have kids,likes dogs,no,"english, spanish, french"
34,single,m,straight,athletic,mostly vegetarian,socially,never,graduated from college/university,white,73,80000,entertainment / media,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), c++ (okay)"
26,single,m,straight,athletic,anything,socially,sometimes,graduated from college/university,white,71,20000,artistic / musical / writer,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,"english, english (fluently), german (okay), spanish (poorly)"
28,single,m,straight,used up,strictly anything,socially,sometimes,working on masters program,black,73,20000,artistic / musical / writer,"berkeley, california","doesn't have kids, but might want them",likes dogs and has cats,when drinking,"english (fluently), spanish (okay)"
36,single,m,straight,fit,strictly other,socially,never,graduated from masters program,other,72,1000000,other,"san francisco, california",doesn't have kids,likes dogs and dislikes cats,no,"english (fluently), spanish (okay)"
