age	status	sex	orientation	body_type	diet	drinks	drugs	education	ethnicity	height	income	job	location	offspring	pets	smokes	speaks
36	single	m	straight	fit	strictly anything	not at all	never	graduated from masters program	white	73	150000	science / tech / engineering	"oakland, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	no	english (poorly)
27	seeing someone	f	straight	curvy		often	sometimes	graduated from college/university	"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other"	65	20000	hospitality / travel	"oakland, california"		likes dogs and likes cats	sometimes	"english (fluently), spanish (poorly)"
21	single	f	straight	curvy	anything	socially	never	working on college/university	"asian, black"	66	20000	sales / marketing / biz dev	"oakland, california"	"doesn't have kids, but wants them"	has dogs	no	english
42	single	m	straight	athletic	strictly vegetarian	rarely	never	graduated from masters program	white	67	50000	education / academia	"berkeley, california"			no	english
34	single	f	straight	average	mostly anything	socially	sometimes	dropped out of space camp	white	64	40000	entertainment / media	"san francisco, california"	doesn't want kids	likes dogs and likes cats	no	english (fluently)
41	single	m	bisexual	athletic		rarely	sometimes	graduated from college/university	white	73	80000	computer / hardware / software	"san francisco, california"	doesn't want kids		no	"english (fluently), french (poorly)"
34	single	m	bisexual	curvy	strictly anything	socially	never	graduated from masters program	"white, other"	68	100000	computer / hardware / software	"san francisco, california"	"doesn't have kids, but might want them"	has cats	no	"english (fluently), c++ (fluently), lisp (okay), spanish (poorly), japanese (poorly)"
40	single	m	straight	average	mostly anything	rarely	never	graduated from space camp	white	70	100000	science / tech / engineering	"palo alto, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	no	"english (fluently), c++ (poorly)"
23	available	m	straight	average	strictly vegetarian	rarely	sometimes	dropped out of two-year college	white	71	1000000	unemployed	"oakland, california"	"doesn't have kids, and doesn't want any"	likes dogs and likes cats	no	english
31	single	m	gay	thin	mostly anything	often	sometimes	working on college/university	white	71	1000000	artistic / musical / writer	"san francisco, california"		likes dogs and likes cats	yes	"english (fluently), german (okay), c++ (poorly)"
28	single	m	straight	athletic	mostly anything	socially	sometimes	dropped out of college/university		73	80000	artistic / musical / writer	"san francisco, california"			when drinking	"english (fluently), hindi (okay), other (fluently), other (okay), other (okay)"
33	single	m	straight	a little extra		socially	never	graduated from masters program	white	66	150000	computer / hardware / software	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	no	english
31	single	m	straight	athletic	strictly anything	often	sometimes	graduated from college/university		71	40000		"san leandro, california"	doesn't have kids		no	english
30	single	m	straight	fit	vegetarian	socially		working on college/university	white	69	20000	artistic / musical / writer	"san francisco, california"		likes dogs and likes cats	no	english
34	single	m	straight	athletic		socially	never	working on ph.d program	white	73	20000	student	"berkeley, california"			no	"english, spanish (poorly)"
28	single	m	straight	athletic	mostly vegetarian	not at all	never	working on two-year college	white	73	60000	political / government	"orinda, california"		has dogs and has cats	sometimes	english (fluently)
21	single	f	bisexual	thin	strictly anything	socially	never	working on space camp	white	60	20000	artistic / musical / writer	"san francisco, california"		likes dogs and has cats	no	"english (fluently), german (okay), sign language (poorly)"
22	single	f	straight	average	mostly anything	rarely	never	working on high school	white	61	20000	other	"hayward, california"	has a kid	has dogs	no	english (fluently)
40	seeing someone	m	straight	average		socially	sometimes	graduated from college/university	white	67	150000	computer / hardware / software	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), c++ (fluently)"
39	available	m	bisexual			often	sometimes	graduated from college/university	white	66	100000	science / tech / engineering	"san francisco, california"	doesn't want kids	dislikes dogs and likes cats	no	english (fluently)
39	single	m	straight	fit	anything	socially		college/university		67	100000	entertainment / media	"san francisco, california"			no	"english, spanish (okay)"
38	single	m	straight	fit		socially		graduated from college/university	white	67	50000	other	"san francisco, california"		likes dogs	no	english
31	single	f	straight	fit	mostly vegetarian	socially	never	graduated from masters program	white	66	70000	computer / hardware / software	"san mateo, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	no	"english (fluently), russian (fluently), ukrainian (fluently)"
26	single	m	straight	fit	anything	socially	never	graduated from college/university	white	70	60000	computer / hardware / software	"walnut creek, california"			no	"english (fluently), russian (okay), french (poorly)"
47	single	m	straight	average	anything	socially		graduated from college/university	white	71	150000	computer / hardware / software	"oakland, california"		has cats	no	english
26	single	f	straight	used up	mostly anything	socially		dropped out of space camp		65	80000	computer / hardware / software	"san francisco, california"		has dogs	no	"english, german, spanish, c++"
29	single	m	straight	average		rarely		working on college/university	"white, other"	70	1000000	artistic / musical / writer	"san francisco, california"		has dogs and has cats	trying to quit	"english (fluently), polish (fluently), spanish (poorly)"
30	single	m	gay	average		rarely		dropped out of college/university	"hispanic / latin, white"	65	20000		"oakland, california"			no	"english, spanish (poorly)"
37	single	m	straight	athletic	strictly vegetarian	socially	sometimes	graduated from college/university	white	72	100000	science / tech / engineering	"san mateo, california"			sometimes	"english (fluently), c++ (fluently), lisp (fluently), occitan (fluently), ancient greek (fluently)"
28	single	m	straight	average	mostly anything	socially	never	graduated from college/university	white	75	100000	computer / hardware / software	"emeryville, california"	has a kid		no	"english (fluently), c++ (fluently)"
26	single	f	straight	skinny	mostly anything	socially		graduated from college/university	white	68	40000	science / tech / engineering	"menlo park, california"		has dogs	when drinking	"english, spanish (poorly)"
40	single	m	straight	athletic		socially	sometimes	graduated from masters program	white	75	250000	entertainment / media	"san francisco, california"		has dogs	no	english (fluently)
25	single	m	straight	average	mostly anything	socially		graduated from masters program	white	72	50000	medicine / health	"redwood city, california"	"doesn't have kids, and doesn't want any"	has cats	no	"english (fluently), german (okay)"
35	single	m	straight	fit	anything	socially	never	graduated from college/university	asian	66	100000	computer / hardware / software	"berkeley, california"		has cats	no	english
21	single	f	straight	fit	mostly vegetarian	socially	never	working on two-year college	"native american, white"	68	20000	other	"san francisco, california"	doesn't have kids	has dogs and likes cats	no	english (fluently)
36	single	m	straight	athletic		socially			white	74	100000		"walnut creek, california"				english
32	single	m	straight	athletic	mostly anything	socially	never	graduated from masters program	white	74	150000		"menlo park, california"			no	english
26	single	m	straight	fit	mostly anything	often	never			63	100000	other	"san francisco, california"	"doesn't have kids, but wants them"		no	"english (fluently), spanish (fluently)"
23	single	f	straight	average		socially	sometimes	working on college/university	"asian, white"	65	20000	other	"benicia, california"		has dogs and likes cats	yes	english (fluently)
